GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,UR,PCI,PUMA5A,GEOID,NAME,BTTRA,BTBGA,ALUCE001,ALUCE002,ALUCE003,ALUCE004,ALUCE005,ALUCE006,ALUCE007,ALUCE008,ALUCE009,ALUCE010,ALWVE001,ALWVE002,ALWVE003,ALWVE004,ALWVE005,ALWVE006,ALWVE007,ALWVE008,ALW1E001,AL0NE001,AL0NE002,AL0NE003,AL0NE004,AL0NE005,AL0NE006,AL0NE007,AL0NE008,AL0NE009,AL0NE010,AL0NE011,AL0NE012,AL0NE013,AL0NE014,AL0NE015
"G31011909612004","2015-2019","NE",,,"Nebraska","31","Madison County","119",,,"961200","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311199612004","Block Group 4, Census Tract 9612, Madison County, Nebraska",,,1266,1220,4,0,11,0,0,31,2,29,1221,40,103,13,54,64,8,939,75208,491,408,4,61,180,97,36,30,83,19,38,20,4,0,2
"G31011909613001","2015-2019","NE",,,"Nebraska","31","Madison County","119",,,"961300","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311199613001","Block Group 1, Census Tract 9613, Madison County, Nebraska",,,737,726,11,0,0,0,0,0,0,0,737,0,0,10,4,59,3,661,63100,308,251,0,21,93,54,42,41,57,14,4,24,5,10,0
"G31011909613002","2015-2019","NE",,,"Nebraska","31","Madison County","119",,,"961300","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311199613002","Block Group 2, Census Tract 9613, Madison County, Nebraska",,,503,494,0,0,9,0,0,0,0,0,503,0,20,0,47,67,28,341,78125,182,136,4,4,35,20,43,30,46,0,12,28,6,0,0
"G31011909613003","2015-2019","NE",,,"Nebraska","31","Madison County","119",,,"961300","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311199613003","Block Group 3, Census Tract 9613, Madison County, Nebraska",,,1039,966,0,0,10,0,42,21,0,21,1008,84,44,35,24,99,60,662,52250,449,319,2,75,107,96,26,13,130,14,52,48,2,5,9
"G31011909613004","2015-2019","NE",,,"Nebraska","31","Madison County","119",,,"961300","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311199613004","Block Group 4, Census Tract 9613, Madison County, Nebraska",,,1608,1342,13,5,42,0,191,15,0,15,1451,78,217,24,66,209,59,798,48583,488,347,0,56,167,94,12,18,141,0,51,58,3,29,0
"G31011909613005","2015-2019","NE",,,"Nebraska","31","Madison County","119",,,"961300","5",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311199613005","Block Group 5, Census Tract 9613, Madison County, Nebraska",,,1102,980,5,6,28,0,79,4,0,4,1102,24,77,38,73,203,113,574,56364,356,265,6,58,126,37,29,9,91,6,23,28,34,0,0
"G31012109666001","2015-2019","NE",,,"Nebraska","31","Merrick County","121",,,"966600","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311219666001","Block Group 1, Census Tract 9666, Merrick County, Nebraska",,,881,851,0,0,30,0,0,0,0,0,881,20,9,14,17,21,23,777,71667,366,290,0,50,81,57,45,57,76,0,8,30,35,3,0
"G31012109666002","2015-2019","NE",,,"Nebraska","31","Merrick County","121",,,"966600","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311219666002","Block Group 2, Census Tract 9666, Merrick County, Nebraska",,,1143,1133,1,0,0,0,6,3,0,3,1143,101,64,50,36,88,34,770,47604,507,404,17,51,169,78,44,45,103,8,52,26,11,5,1
"G31012109667001","2015-2019","NE",,,"Nebraska","31","Merrick County","121",,,"966700","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311219667001","Block Group 1, Census Tract 9667, Merrick County, Nebraska",,,711,679,0,0,0,0,0,32,6,26,711,0,79,8,17,47,0,560,64318,348,348,37,45,83,92,22,69,0,0,0,0,0,0,0
"G31012109667002","2015-2019","NE",,,"Nebraska","31","Merrick County","121",,,"966700","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311219667002","Block Group 2, Census Tract 9667, Merrick County, Nebraska",,,585,567,0,0,0,0,6,12,0,12,575,17,22,52,24,17,4,439,64412,274,193,3,14,69,24,39,44,81,2,13,18,7,2,39
"G31012109667003","2015-2019","NE",,,"Nebraska","31","Merrick County","121",,,"966700","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311219667003","Block Group 3, Census Tract 9667, Merrick County, Nebraska",,,1158,1135,0,0,10,0,0,13,0,13,1139,8,62,63,80,128,37,761,57931,482,395,8,41,144,116,65,21,87,0,16,9,29,31,2
"G31012109668001","2015-2019","NE",,,"Nebraska","31","Merrick County","121",,,"966800","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311219668001","Block Group 1, Census Tract 9668, Merrick County, Nebraska",,,1389,1299,5,1,0,0,28,56,0,56,1372,131,202,48,83,77,27,804,50560,615,328,9,71,132,29,49,38,287,90,48,78,47,0,24
"G31012109668002","2015-2019","NE",,,"Nebraska","31","Merrick County","121",,,"966800","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311219668002","Block Group 2, Census Tract 9668, Merrick County, Nebraska",,,885,821,0,0,0,0,0,64,0,64,850,101,57,47,10,75,0,560,55536,341,300,0,41,126,71,38,24,41,7,17,0,0,17,0
"G31012109668003","2015-2019","NE",,,"Nebraska","31","Merrick County","121",,,"966800","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311219668003","Block Group 3, Census Tract 9668, Merrick County, Nebraska",,,1046,925,31,0,0,0,90,0,0,0,954,7,35,26,64,110,0,712,53929,440,256,7,64,133,52,0,0,184,49,131,4,0,0,0
"G31012309525001","2015-2019","NE",,,"Nebraska","31","Morrill County","123",,,"952500","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311239525001","Block Group 1, Census Tract 9525, Morrill County, Nebraska",,,903,889,0,0,0,0,4,10,0,10,903,130,22,10,14,76,56,595,51563,360,279,0,29,106,89,15,40,81,0,36,29,6,10,0
"G31012309525002","2015-2019","NE",,,"Nebraska","31","Morrill County","123",,,"952500","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311239525002","Block Group 2, Census Tract 9525, Morrill County, Nebraska",,,880,843,9,0,0,0,6,22,14,8,856,25,49,91,2,130,19,540,41500,372,224,9,37,91,49,29,9,148,0,45,55,43,5,0
"G31012309525003","2015-2019","NE",,,"Nebraska","31","Morrill County","123",,,"952500","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311239525003","Block Group 3, Census Tract 9525, Morrill County, Nebraska",,,583,505,0,3,18,0,42,15,7,8,524,5,20,28,12,102,20,337,51667,222,191,0,26,85,53,24,3,31,14,6,11,0,0,0
"G31012309525004","2015-2019","NE",,,"Nebraska","31","Morrill County","123",,,"952500","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311239525004","Block Group 4, Census Tract 9525, Morrill County, Nebraska",,,666,666,0,0,0,0,0,0,0,0,666,27,52,3,28,104,19,433,41250,312,233,9,69,73,41,16,25,79,6,68,5,0,0,0
"G31012309525005","2015-2019","NE",,,"Nebraska","31","Morrill County","123",,,"952500","5",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311239525005","Block Group 5, Census Tract 9525, Morrill County, Nebraska",,,1749,1653,28,21,5,0,0,42,8,34,1671,40,34,183,120,85,56,1153,46579,688,471,16,89,220,77,46,23,217,23,101,66,27,0,0
"G31012509661001","2015-2019","NE",,,"Nebraska","31","Nance County","125",,,"966100","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311259661001","Block Group 1, Census Tract 9661, Nance County, Nebraska",,,557,550,7,0,0,0,0,0,0,0,555,6,30,16,2,13,51,437,57159,259,226,9,39,54,63,55,6,33,0,1,1,31,0,0
"G31012509661002","2015-2019","NE",,,"Nebraska","31","Nance County","125",,,"966100","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311259661002","Block Group 2, Census Tract 9661, Nance County, Nebraska",,,358,358,0,0,0,0,0,0,0,0,358,22,26,3,6,32,0,269,,148,131,7,20,52,32,14,6,17,0,0,17,0,0,0
"G31012509661003","2015-2019","NE",,,"Nebraska","31","Nance County","125",,,"966100","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311259661003","Block Group 3, Census Tract 9661, Nance County, Nebraska",,,1151,1151,0,0,0,0,0,0,0,0,1122,55,83,19,85,103,5,772,48625,503,416,11,102,119,93,73,18,87,0,19,49,11,6,2
"G31012509661004","2015-2019","NE",,,"Nebraska","31","Nance County","125",,,"966100","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311259661004","Block Group 4, Census Tract 9661, Nance County, Nebraska",,,752,731,0,18,0,0,0,3,0,3,743,14,82,16,54,110,19,448,52125,295,244,10,57,97,56,18,6,51,0,33,16,2,0,0
"G31012509661005","2015-2019","NE",,,"Nebraska","31","Nance County","125",,,"966100","5",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311259661005","Block Group 5, Census Tract 9661, Nance County, Nebraska",,,726,714,7,0,0,0,5,0,0,0,661,42,32,54,23,87,21,402,42386,341,227,10,71,61,55,30,0,114,7,65,35,3,0,4
"G31012709681001","2015-2019","NE",,,"Nebraska","31","Nemaha County","127",,,"968100","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311279681001","Block Group 1, Census Tract 9681, Nemaha County, Nebraska",,,1233,1080,84,0,0,2,39,28,0,28,805,128,74,41,94,16,0,452,53500,320,191,2,51,57,46,35,0,129,23,55,10,6,2,33
"G31012709681002","2015-2019","NE",,,"Nebraska","31","Nemaha County","127",,,"968100","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311279681002","Block Group 2, Census Tract 9681, Nemaha County, Nebraska",,,1134,1123,7,1,0,0,0,3,0,3,1134,6,43,9,31,51,76,918,52330,562,495,8,110,187,109,49,32,67,0,21,7,22,17,0
"G31012709681003","2015-2019","NE",,,"Nebraska","31","Nemaha County","127",,,"968100","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311279681003","Block Group 3, Census Tract 9681, Nemaha County, Nebraska",,,482,480,0,0,0,0,0,2,0,2,482,13,12,8,24,61,8,356,47098,217,201,0,10,55,75,33,28,16,0,12,4,0,0,0
"G31012709681004","2015-2019","NE",,,"Nebraska","31","Nemaha County","127",,,"968100","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311279681004","Block Group 4, Census Tract 9681, Nemaha County, Nebraska",,,728,694,8,21,0,0,0,5,0,5,728,15,18,27,23,220,29,396,45536,335,261,4,63,94,71,28,1,74,0,3,40,31,0,0
"G31012709682001","2015-2019","NE",,,"Nebraska","31","Nemaha County","127",,,"968200","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311279682001","Block Group 1, Census Tract 9682, Nemaha County, Nebraska",,,769,765,0,0,4,0,0,0,0,0,769,0,92,43,45,83,10,496,46736,426,252,0,59,136,27,0,30,174,22,75,62,15,0,0
"G31012709682002","2015-2019","NE",,,"Nebraska","31","Nemaha County","127",,,"968200","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311279682002","Block Group 2, Census Tract 9682, Nemaha County, Nebraska",,,1265,1245,0,11,2,0,0,7,3,4,1187,46,81,32,82,71,0,875,66288,490,299,10,86,72,85,43,3,191,16,75,57,43,0,0
"G31012709682003","2015-2019","NE",,,"Nebraska","31","Nemaha County","127",,,"968200","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311279682003","Block Group 3, Census Tract 9682, Nemaha County, Nebraska",,,646,588,6,5,40,0,2,5,0,5,625,33,12,0,0,146,9,425,52000,348,222,0,73,81,68,0,0,126,15,92,19,0,0,0
"G31012709682004","2015-2019","NE",,,"Nebraska","31","Nemaha County","127",,,"968200","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311279682004","Block Group 4, Census Tract 9682, Nemaha County, Nebraska",,,716,709,0,0,7,0,0,0,0,0,716,19,154,17,12,0,5,509,69375,279,250,16,32,54,99,29,20,29,0,29,0,0,0,0
"G31012909600001","2015-2019","NE",,,"Nebraska","31","Nuckolls County","129",,,"960000","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311299600001","Block Group 1, Census Tract 9600, Nuckolls County, Nebraska",,,682,682,0,0,0,0,0,0,0,0,677,28,115,32,7,81,24,390,53250,257,211,14,12,93,55,16,21,46,0,4,34,8,0,0
"G31012909600002","2015-2019","NE",,,"Nebraska","31","Nuckolls County","129",,,"960000","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311299600002","Block Group 2, Census Tract 9600, Nuckolls County, Nebraska",,,955,949,6,0,0,0,0,0,0,0,945,120,21,55,52,81,35,581,49667,424,340,4,72,112,86,40,26,84,4,35,27,0,18,0
"G31012909600003","2015-2019","NE",,,"Nebraska","31","Nuckolls County","129",,,"960000","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311299600003","Block Group 3, Census Tract 9600, Nuckolls County, Nebraska",,,584,568,0,4,2,0,1,9,0,9,584,8,24,44,67,44,0,397,42000,252,218,5,33,72,46,58,4,34,0,6,26,2,0,0
"G31012909601001","2015-2019","NE",,,"Nebraska","31","Nuckolls County","129",,,"960100","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311299601001","Block Group 1, Census Tract 9601, Nuckolls County, Nebraska",,,1025,1020,0,0,0,5,0,0,0,0,962,32,28,31,24,91,11,745,39250,448,344,13,71,152,57,41,10,104,24,63,11,6,0,0
"G31012909601002","2015-2019","NE",,,"Nebraska","31","Nuckolls County","129",,,"960100","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311299601002","Block Group 2, Census Tract 9601, Nuckolls County, Nebraska",,,998,908,0,0,73,0,0,17,0,17,989,38,53,157,136,32,38,535,40156,486,303,0,107,103,68,20,5,183,50,99,30,4,0,0
"G31013109666001","2015-2019","NE",,,"Nebraska","31","Otoe County","131",,,"966600","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311319666001","Block Group 1, Census Tract 9666, Otoe County, Nebraska",,,728,728,0,0,0,0,0,0,0,0,728,76,65,28,31,12,7,509,68036,314,283,7,20,82,76,38,60,31,0,13,11,3,4,0
"G31013109666002","2015-2019","NE",,,"Nebraska","31","Otoe County","131",,,"966600","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311319666002","Block Group 2, Census Tract 9666, Otoe County, Nebraska",,,1369,1278,2,0,0,0,35,54,7,47,1349,26,32,8,51,91,5,1136,75000,500,380,0,41,137,97,73,32,120,5,35,48,32,0,0
"G31013109667001","2015-2019","NE",,,"Nebraska","31","Otoe County","131",,,"966700","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311319667001","Block Group 1, Census Tract 9667, Otoe County, Nebraska",,,1548,1533,3,0,0,0,0,12,0,12,1548,130,79,35,11,2,13,1278,61700,600,421,1,77,113,149,54,27,179,12,72,66,10,5,14
"G31013109667002","2015-2019","NE",,,"Nebraska","31","Otoe County","131",,,"966700","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311319667002","Block Group 2, Census Tract 9667, Otoe County, Nebraska",,,1654,1617,0,0,0,0,0,37,0,37,1597,44,34,99,25,74,25,1296,57692,732,511,13,103,256,100,30,9,221,57,99,32,33,0,0
"G31013109668001","2015-2019","NE",,,"Nebraska","31","Otoe County","131",,,"966800","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311319668001","Block Group 1, Census Tract 9668, Otoe County, Nebraska",,,840,809,0,2,1,0,0,28,0,28,831,6,41,5,8,65,27,679,74453,342,293,3,38,87,109,36,20,49,0,18,13,7,0,11
"G31013109668002","2015-2019","NE",,,"Nebraska","31","Otoe County","131",,,"966800","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311319668002","Block Group 2, Census Tract 9668, Otoe County, Nebraska",,,2200,2182,0,0,4,0,0,14,0,14,2200,75,29,17,131,79,41,1828,78803,836,703,3,64,283,211,82,60,133,11,37,49,27,9,0
"G31013109669001","2015-2019","NE",,,"Nebraska","31","Otoe County","131",,,"966900","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311319669001","Block Group 1, Census Tract 9669, Otoe County, Nebraska",,,1650,1434,21,0,37,0,84,74,0,74,1588,182,58,6,55,192,47,1048,48906,725,487,13,115,213,99,40,7,238,0,143,63,16,16,0
"G31013109669002","2015-2019","NE",,,"Nebraska","31","Otoe County","131",,,"966900","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311319669002","Block Group 2, Census Tract 9669, Otoe County, Nebraska",,,1656,1503,0,0,0,0,153,0,0,0,1656,256,66,26,101,256,13,938,42143,636,423,6,54,127,139,38,59,213,42,98,73,0,0,0
"G31013109669003","2015-2019","NE",,,"Nebraska","31","Otoe County","131",,,"966900","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311319669003","Block Group 3, Census Tract 9669, Otoe County, Nebraska",,,1507,1299,28,6,12,0,45,117,0,117,1405,8,194,121,103,10,47,922,58516,567,411,10,136,110,148,7,0,156,45,70,35,0,6,0
"G31013109670001","2015-2019","NE",,,"Nebraska","31","Otoe County","131",,,"967000","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311319670001","Block Group 1, Census Tract 9670, Otoe County, Nebraska",,,1075,905,4,3,0,0,34,129,83,46,1058,21,153,70,30,261,7,516,37330,508,167,0,51,49,53,14,0,341,86,149,57,39,0,10
"G31013109670002","2015-2019","NE",,,"Nebraska","31","Otoe County","131",,,"967000","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311319670002","Block Group 2, Census Tract 9670, Otoe County, Nebraska",,,1289,1281,8,0,0,0,0,0,0,0,1247,89,32,9,0,97,75,945,62778,570,387,9,64,144,109,0,61,183,53,73,22,35,0,0
"G31013109670003","2015-2019","NE",,,"Nebraska","31","Otoe County","131",,,"967000","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311319670003","Block Group 3, Census Tract 9670, Otoe County, Nebraska",,,433,433,0,0,0,0,0,0,0,0,433,0,24,182,25,28,0,174,41375,180,78,0,6,72,0,0,0,102,16,86,0,0,0,0
"G31013309678001","2015-2019","NE",,,"Nebraska","31","Pawnee County","133",,,"967800","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311339678001","Block Group 1, Census Tract 9678, Pawnee County, Nebraska",,,533,498,0,0,0,0,0,35,0,35,533,1,42,20,11,60,6,393,52500,268,210,0,15,62,55,55,23,58,0,15,33,10,0,0
"G31013309678002","2015-2019","NE",,,"Nebraska","31","Pawnee County","133",,,"967800","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311339678002","Block Group 2, Census Tract 9678, Pawnee County, Nebraska",,,962,953,4,0,0,0,0,5,0,5,962,52,116,32,97,66,25,574,46316,444,376,42,39,138,88,41,28,68,20,16,12,20,0,0
"G31013309678003","2015-2019","NE",,,"Nebraska","31","Pawnee County","133",,,"967800","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311339678003","Block Group 3, Census Tract 9678, Pawnee County, Nebraska",,,1154,1107,0,0,0,0,0,47,0,47,1115,119,162,58,90,83,12,591,43824,510,433,50,79,145,89,36,34,77,0,50,23,4,0,0
"G31013509593001","2015-2019","NE",,,"Nebraska","31","Perkins County","135",,,"959300","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311359593001","Block Group 1, Census Tract 9593, Perkins County, Nebraska",,,605,598,0,0,0,0,6,1,0,1,603,52,7,30,15,16,0,483,75250,257,207,10,19,56,16,77,29,50,0,19,8,21,2,0
"G31013509593002","2015-2019","NE",,,"Nebraska","31","Perkins County","135",,,"959300","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311359593002","Block Group 2, Census Tract 9593, Perkins County, Nebraska",,,806,805,0,1,0,0,0,0,0,0,806,4,6,2,11,42,56,685,57188,336,292,0,43,130,56,24,39,44,0,13,14,4,1,12
"G31013509593003","2015-2019","NE",,,"Nebraska","31","Perkins County","135",,,"959300","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311359593003","Block Group 3, Census Tract 9593, Perkins County, Nebraska",,,1490,1458,4,3,0,0,11,14,4,10,1452,26,49,65,14,83,51,1164,67650,635,457,18,83,169,111,38,38,178,30,79,37,26,3,3
"G31013709670001","2015-2019","NE",,,"Nebraska","31","Phelps County","137",,,"967000","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311379670001","Block Group 1, Census Tract 9670, Phelps County, Nebraska",,,972,896,9,9,0,0,9,49,0,49,809,14,61,26,86,76,0,546,50510,440,215,0,57,108,36,14,0,225,0,119,39,53,0,14
"G31013709670002","2015-2019","NE",,,"Nebraska","31","Phelps County","137",,,"967000","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311379670002","Block Group 2, Census Tract 9670, Phelps County, Nebraska",,,958,891,0,0,0,0,0,67,0,67,922,66,79,0,9,100,57,611,55417,466,371,0,75,149,99,32,16,95,53,24,18,0,0,0
"G31013709670003","2015-2019","NE",,,"Nebraska","31","Phelps County","137",,,"967000","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311379670003","Block Group 3, Census Tract 9670, Phelps County, Nebraska",,,865,774,0,0,0,0,28,63,7,56,865,15,39,58,25,0,0,728,72639,346,194,9,16,106,63,0,0,152,13,57,52,30,0,0
"G31013709671001","2015-2019","NE",,,"Nebraska","31","Phelps County","137",,,"967100","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311379671001","Block Group 1, Census Tract 9671, Phelps County, Nebraska",,,546,546,0,0,0,0,0,0,0,0,546,0,109,16,14,25,0,382,55982,272,205,7,39,140,19,0,0,67,25,42,0,0,0,0
"G31013709671002","2015-2019","NE",,,"Nebraska","31","Phelps County","137",,,"967100","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311379671002","Block Group 2, Census Tract 9671, Phelps County, Nebraska",,,804,804,0,0,0,0,0,0,0,0,804,80,96,7,20,8,30,563,57321,323,301,0,76,106,102,8,9,22,0,12,10,0,0,0
"G31013709671003","2015-2019","NE",,,"Nebraska","31","Phelps County","137",,,"967100","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311379671003","Block Group 3, Census Tract 9671, Phelps County, Nebraska",,,822,822,0,0,0,0,0,0,0,0,822,12,7,9,15,162,22,595,72917,361,286,0,22,142,87,0,35,75,0,56,19,0,0,0
"G31013709671004","2015-2019","NE",,,"Nebraska","31","Phelps County","137",,,"967100","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311379671004","Block Group 4, Census Tract 9671, Phelps County, Nebraska",,,1006,994,0,0,12,0,0,0,0,0,933,17,79,30,27,3,34,743,46500,402,239,0,34,146,7,37,15,163,47,82,21,7,6,0
"G31013709672001","2015-2019","NE",,,"Nebraska","31","Phelps County","137",,,"967200","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311379672001","Block Group 1, Census Tract 9672, Phelps County, Nebraska",,,581,581,0,0,0,0,0,0,0,0,581,2,0,67,2,20,0,490,70903,231,159,0,18,28,49,10,54,72,0,2,27,8,33,2
"G31013709672002","2015-2019","NE",,,"Nebraska","31","Phelps County","137",,,"967200","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311379672002","Block Group 2, Census Tract 9672, Phelps County, Nebraska",,,403,392,8,0,0,0,0,3,0,3,403,7,13,31,22,7,0,323,80750,177,125,0,19,48,36,4,18,52,0,17,20,6,0,9
"G31013709672003","2015-2019","NE",,,"Nebraska","31","Phelps County","137",,,"967200","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311379672003","Block Group 3, Census Tract 9672, Phelps County, Nebraska",,,935,885,16,7,0,0,22,5,3,2,905,3,63,68,20,50,0,701,56750,404,297,2,44,127,99,15,10,107,8,59,22,15,0,3
"G31013709672004","2015-2019","NE",,,"Nebraska","31","Phelps County","137",,,"967200","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311379672004","Block Group 4, Census Tract 9672, Phelps County, Nebraska",,,1208,1186,0,3,2,0,11,6,0,6,1208,38,41,41,14,110,48,916,66806,483,411,3,54,140,122,48,44,72,5,2,30,10,19,6
"G31013909791001","2015-2019","NE",,,"Nebraska","31","Pierce County","139",,,"979100","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311399791001","Block Group 1, Census Tract 9791, Pierce County, Nebraska",,,605,601,0,0,0,0,0,4,0,4,605,23,21,23,2,0,21,515,69167,250,193,1,34,57,43,49,9,57,12,2,21,22,0,0
"G31013909791002","2015-2019","NE",,,"Nebraska","31","Pierce County","139",,,"979100","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311399791002","Block Group 2, Census Tract 9791, Pierce County, Nebraska",,,2344,2266,2,0,0,13,0,63,0,63,2270,32,113,25,149,114,43,1794,57167,960,727,12,136,247,191,92,49,233,24,75,97,10,3,24
"G31013909791003","2015-2019","NE",,,"Nebraska","31","Pierce County","139",,,"979100","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311399791003","Block Group 3, Census Tract 9791, Pierce County, Nebraska",,,980,940,6,0,0,0,3,31,0,31,980,16,12,22,2,11,59,858,80000,410,274,0,21,105,118,19,11,136,0,52,25,34,15,10
"G31013909792001","2015-2019","NE",,,"Nebraska","31","Pierce County","139",,,"979200","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311399792001","Block Group 1, Census Tract 9792, Pierce County, Nebraska",,,986,979,7,0,0,0,0,0,0,0,919,27,49,46,23,108,39,627,57353,418,349,4,87,110,86,40,22,69,8,35,17,3,0,6
"G31013909792002","2015-2019","NE",,,"Nebraska","31","Pierce County","139",,,"979200","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311399792002","Block Group 2, Census Tract 9792, Pierce County, Nebraska",,,702,697,0,0,5,0,0,0,0,0,702,45,23,13,10,25,31,555,80735,308,261,0,30,121,49,30,31,47,0,0,8,15,6,18
"G31013909792003","2015-2019","NE",,,"Nebraska","31","Pierce County","139",,,"979200","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311399792003","Block Group 3, Census Tract 9792, Pierce County, Nebraska",,,1527,1454,0,6,39,0,0,28,0,28,1485,116,78,68,80,106,98,939,48068,676,490,24,130,152,70,63,51,186,18,81,61,21,2,3
"G31014109651001","2015-2019","NE",,,"Nebraska","31","Platte County","141",,,"965100","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311419651001","Block Group 1, Census Tract 9651, Platte County, Nebraska",,,1869,1868,1,0,0,0,0,0,0,0,1869,80,25,24,48,155,45,1492,80714,722,600,10,128,224,133,76,29,122,0,25,62,26,9,0
"G31014109651002","2015-2019","NE",,,"Nebraska","31","Platte County","141",,,"965100","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311419651002","Block Group 2, Census Tract 9651, Platte County, Nebraska",,,895,852,7,0,8,5,23,0,0,0,895,4,64,20,29,71,10,697,69750,345,240,5,51,74,50,38,22,105,2,9,26,39,29,0
"G31014109651003","2015-2019","NE",,,"Nebraska","31","Platte County","141",,,"965100","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311419651003","Block Group 3, Census Tract 9651, Platte County, Nebraska",,,1072,1021,0,0,13,0,0,38,0,38,1072,16,25,38,42,68,2,881,72083,419,363,26,47,77,81,60,72,56,0,21,35,0,0,0
